body_type,brand,clothing_type,shoulder_width,bust,waist,hip,size
Rectangle,SaasFaras,Regular Fit T-Shirt,44.1,94.3,94.3,94.3,XS
Rectangle,VeroModa,Oversized Shirt,38.2,94.8,94.8,94.8,XL
Triangle,VeroModa,Oversized Shirt,38.3,90.5,90.5,106.5,XL
Rectangle,Calvin Klein,Slim Fit Shirt,40.2,84.0,84.0,84.0,XL
Hourglass,Marks & Spencers,Oversized Shirt,45.7,87.2,65.4,82.9,L
Triangle,VeroModa,Slim Fit Shirt,35.1,96.1,96.1,113.1,XL
Hourglass,Calvin Klein,Oversized T-Shirt,41.3,106.8,80.1,101.5,L
Triangle,Mango,Oversized T-Shirt,42.6,86.4,86.4,101.7,M
Hourglass,Forever 21,Oversized Jeans,38.5,89.6,67.2,85.1,XS
Apple,Mango,Oversized Shirt,38.4,113.3,113.3,113.3,XS
Triangle,VeroModa,Oversized Jeans,41.7,87.0,87.0,102.3,M
Hourglass,Forever 21,Regular Fit Pants,44.9,90.6,68.0,86.1,XL
Triangle,Marks & Spencers,Regular Fit Jeans,41.5,89.2,89.2,104.9,XS
Hourglass,Calvin Klein,Slim Fit Shirt,45.8,98.0,73.5,93.1,XL
Hourglass,Marks & Spencers,Regular Fit Jeans,41.7,102.9,77.1,97.7,S
Pear,Only,Oversized Shirt,44.8,83.4,66.7,98.1,XS
Rectangle,H&M,Slim Fit Pants,48.9,82.7,82.7,82.7,L
Pear,VeroModa,Regular Fit Pants,39.5,93.9,75.2,110.5,M
Triangle,Mango,Slim Fit Jeans,43.7,98.5,98.5,115.9,XS
Triangle,SaasFaras,Slim Fit T-Shirt,35.5,92.0,92.0,108.2,S
Hourglass,Zara,Slim Fit Shirt,41.5,91.6,68.7,87.0,S
Triangle,H&M,Regular Fit Pants,43.8,82.9,82.9,97.6,XS
Rectangle,H&M,Slim Fit Pants,41.5,98.2,98.2,98.2,M
Hourglass,Forever 21,Oversized Pants,36.7,86.9,65.2,82.5,XL
Pear,Only,Regular Fit Jeans,40.8,83.6,66.9,98.3,XL
Triangle,H&M,Oversized T-Shirt,43.6,91.5,91.5,107.7,S
Hourglass,VeroModa,Regular Fit Jeans,42.0,95.9,71.9,91.1,M
Hourglass,Forever 21,Oversized Jeans,36.1,110.0,82.5,104.5,XS
Apple,Zara,Regular Fit Pants,47.3,92.0,92.0,92.0,S
Rectangle,SaasFaras,Slim Fit Shirt,49.7,93.0,93.0,93.0,M
Apple,VeroModa,Regular Fit T-Shirt,36.5,96.4,96.4,96.4,M
Triangle,Zara,Slim Fit Pants,46.8,90.6,90.6,106.6,S
Rectangle,H&M,Slim Fit Jeans,36.0,90.5,90.5,90.5,L
Apple,Calvin Klein,Regular Fit Jeans,45.2,100.7,100.7,100.7,XL
Hourglass,VeroModa,Slim Fit Jeans,36.9,92.9,69.7,88.2,S
Pear,SaasFaras,Oversized T-Shirt,48.4,99.2,79.4,116.7,M
Pear,Zara,Oversized Shirt,38.7,98.2,78.6,115.5,M
Pear,VeroModa,Slim Fit Pants,41.7,88.2,70.6,103.8,M
Hourglass,Marks & Spencers,Slim Fit Shirt,35.7,104.0,78.0,98.8,XL
Rectangle,H&M,Slim Fit Pants,36.4,90.9,90.9,90.9,XL
Rectangle,VeroModa,Regular Fit T-Shirt,41.0,83.8,83.8,83.8,L
Apple,Marks & Spencers,Slim Fit T-Shirt,38.0,93.3,93.3,93.3,L
Hourglass,SaasFaras,Slim Fit Pants,49.9,92.1,69.1,87.5,XS
Hourglass,Calvin Klein,Regular Fit Shirt,45.7,106.0,79.5,100.7,M
Hourglass,Zara,Regular Fit Jeans,36.9,93.8,70.4,89.1,S
Rectangle,Mango,Slim Fit Pants,36.2,92.4,92.4,92.4,XL
Rectangle,Forever 21,Slim Fit Pants,43.7,96.3,96.3,96.3,XL
Hourglass,H&M,Regular Fit Jeans,47.1,101.5,76.1,96.4,S
Hourglass,Forever 21,Regular Fit Pants,39.7,101.0,75.8,96.0,L
Apple,Zara,Regular Fit T-Shirt,37.5,107.4,107.4,107.4,XL
Pear,Marks & Spencers,Slim Fit T-Shirt,42.3,81.8,65.4,96.2,L
Rectangle,Calvin Klein,Oversized Pants,38.1,84.4,84.4,84.4,L
Pear,SaasFaras,Slim Fit Shirt,47.5,88.2,70.6,103.8,XS
Rectangle,Calvin Klein,Regular Fit T-Shirt,37.5,98.6,98.6,98.6,M
Pear,H&M,Oversized Shirt,43.5,88.3,70.6,103.9,XS
Pear,Only,Slim Fit Shirt,48.4,86.4,69.1,101.6,L
Hourglass,H&M,Slim Fit Pants,45.3,98.6,74.0,93.7,L
Triangle,SaasFaras,Slim Fit Jeans,36.4,87.2,87.2,102.6,M
Apple,Only,Slim Fit Pants,36.6,105.4,105.4,105.4,S
Pear,VeroModa,Oversized Pants,47.6,96.3,77.1,113.3,M
Triangle,Forever 21,Regular Fit T-Shirt,37.5,85.8,85.8,100.9,L
Apple,H&M,Slim Fit T-Shirt,45.2,110.3,110.3,110.3,S
Hourglass,VeroModa,Regular Fit Jeans,42.7,95.8,71.8,91.0,XL
Pear,Mango,Regular Fit Shirt,35.1,84.6,67.7,99.6,XL
Pear,SaasFaras,Slim Fit Shirt,38.7,95.3,76.3,112.2,S
Triangle,H&M,Slim Fit Shirt,48.7,97.3,97.3,114.5,XS
Triangle,Only,Regular Fit Pants,46.4,87.3,87.3,102.8,L
Rectangle,SaasFaras,Oversized T-Shirt,44.4,84.8,84.8,84.8,XL
Triangle,Forever 21,Oversized Shirt,35.1,86.5,86.5,101.8,XS
Rectangle,Mango,Slim Fit T-Shirt,40.6,80.6,80.6,80.6,S
Rectangle,H&M,Slim Fit Pants,38.5,96.5,96.5,96.5,XS
Pear,Calvin Klein,Oversized Shirt,35.3,83.0,66.4,97.7,S
Rectangle,Forever 21,Regular Fit Jeans,36.2,96.1,96.1,96.1,XS
Apple,Forever 21,Oversized T-Shirt,44.5,113.1,113.1,113.1,L
Hourglass,Mango,Regular Fit Jeans,36.5,92.5,69.4,87.9,XS
Triangle,Calvin Klein,Regular Fit Jeans,36.4,86.3,86.3,101.5,XS
Rectangle,Calvin Klein,Regular Fit T-Shirt,48.6,94.2,94.2,94.2,XS
Pear,Only,Regular Fit Pants,37.2,81.1,64.9,95.5,XS
Triangle,H&M,Oversized Shirt,41.7,98.7,98.7,116.1,XL
Triangle,Marks & Spencers,Oversized Jeans,42.5,96.7,96.7,113.8,XS
Pear,Calvin Klein,Regular Fit Jeans,41.5,98.1,78.5,115.4,XS
Pear,SaasFaras,Regular Fit Jeans,44.1,89.5,71.6,105.3,L
Rectangle,H&M,Oversized T-Shirt,35.3,81.9,81.9,81.9,L
Hourglass,H&M,Oversized Jeans,42.6,93.0,69.8,88.4,XL
Apple,Mango,Slim Fit Shirt,45.0,111.5,111.5,111.5,L
Pear,Marks & Spencers,Slim Fit Shirt,43.8,81.2,64.9,95.5,M
Pear,H&M,Regular Fit Jeans,45.8,89.7,71.8,105.6,XL
Pear,Zara,Slim Fit Shirt,47.2,85.7,68.6,100.8,XS
Rectangle,Marks & Spencers,Oversized T-Shirt,47.4,92.6,92.6,92.6,S
Rectangle,Zara,Slim Fit T-Shirt,43.1,80.6,80.6,80.6,XL
Apple,H&M,Oversized Shirt,40.4,108.8,108.8,108.8,XL
Apple,SaasFaras,Regular Fit Shirt,47.0,117.5,117.5,117.5,S
Rectangle,Marks & Spencers,Oversized Shirt,44.3,94.4,94.4,94.4,M
Apple,Only,Regular Fit Jeans,44.5,106.0,106.0,106.0,S
Pear,Only,Regular Fit Pants,41.9,100.5,80.4,118.2,S
Rectangle,Zara,Regular Fit Pants,42.0,81.0,81.0,81.0,M
Apple,H&M,Slim Fit Shirt,42.8,102.6,102.6,102.6,S
Rectangle,Marks & Spencers,Oversized Jeans,41.4,94.3,94.3,94.3,XS
Apple,Forever 21,Slim Fit Jeans,39.3,118.9,118.9,118.9,XL
Triangle,Zara,Regular Fit Shirt,41.2,80.9,80.9,95.1,M
Triangle,Mango,Oversized Shirt,49.8,86.0,86.0,101.2,XL
Pear,VeroModa,Regular Fit T-Shirt,38.2,95.3,76.2,112.1,M
Pear,VeroModa,Slim Fit Jeans,40.5,100.4,80.3,118.1,S
Apple,Calvin Klein,Oversized Shirt,47.4,110.4,110.4,110.4,S
Rectangle,Calvin Klein,Regular Fit Jeans,36.8,80.6,80.6,80.6,XS
Rectangle,H&M,Slim Fit Pants,41.0,96.2,96.2,96.2,XL
Rectangle,VeroModa,Regular Fit Pants,48.5,89.7,89.7,89.7,L
Pear,Marks & Spencers,Regular Fit Jeans,47.2,85.3,68.3,100.4,L
Rectangle,Marks & Spencers,Slim Fit T-Shirt,49.3,85.8,85.8,85.8,XL
Pear,SaasFaras,Oversized Shirt,41.0,86.6,69.3,101.8,XS
Pear,Only,Slim Fit Pants,35.2,95.7,76.5,112.5,S
Rectangle,Only,Oversized T-Shirt,49.3,86.8,86.8,86.8,XL
Hourglass,Forever 21,Slim Fit T-Shirt,42.5,102.1,76.6,97.0,L
Rectangle,VeroModa,Slim Fit Pants,43.0,96.4,96.4,96.4,XS
Hourglass,Calvin Klein,Slim Fit Jeans,44.6,87.1,65.3,82.7,XS
Hourglass,H&M,Slim Fit T-Shirt,36.8,85.8,64.3,81.5,XL
Triangle,Zara,Regular Fit T-Shirt,46.3,90.4,90.4,106.4,XL
Rectangle,Forever 21,Slim Fit Jeans,39.5,85.2,85.2,85.2,S
Rectangle,Only,Slim Fit Pants,45.8,82.6,82.6,82.6,L
Rectangle,H&M,Regular Fit T-Shirt,38.5,92.8,92.8,92.8,XS
Apple,Marks & Spencers,Oversized Shirt,41.3,101.6,101.6,101.6,XS
Hourglass,Only,Slim Fit Shirt,46.4,102.5,76.9,97.4,S
Apple,SaasFaras,Slim Fit Pants,42.7,118.1,118.1,118.1,XL
Apple,Forever 21,Slim Fit Shirt,42.1,104.8,104.8,104.8,XL
Apple,Only,Oversized Pants,49.0,107.6,107.6,107.6,S
Apple,Calvin Klein,Oversized Jeans,42.9,108.1,108.1,108.1,M
Apple,Forever 21,Regular Fit Jeans,36.6,113.2,113.2,113.2,S
Rectangle,SaasFaras,Regular Fit Pants,43.3,90.9,90.9,90.9,M
Triangle,Calvin Klein,Regular Fit Shirt,40.7,101.3,101.3,119.1,XL
Apple,Mango,Slim Fit T-Shirt,38.1,112.8,112.8,112.8,M
Triangle,Zara,Slim Fit T-Shirt,39.3,91.1,91.1,107.2,M
Apple,Zara,Slim Fit T-Shirt,35.8,112.3,112.3,112.3,XL
Rectangle,Mango,Regular Fit Jeans,37.8,88.6,88.6,88.6,S
Hourglass,SaasFaras,Oversized Pants,37.9,87.0,65.3,82.7,L
Hourglass,VeroModa,Oversized Jeans,35.5,93.0,69.8,88.4,XS
Rectangle,Zara,Regular Fit Jeans,49.8,93.2,93.2,93.2,XS
Triangle,VeroModa,Regular Fit Jeans,36.7,85.0,85.0,100.1,M
Pear,SaasFaras,Regular Fit Pants,36.7,96.2,77.0,113.2,L
Pear,Zara,Oversized T-Shirt,36.2,92.2,73.8,108.5,XL
Rectangle,Forever 21,Regular Fit T-Shirt,36.7,94.0,94.0,94.0,L
Pear,Calvin Klein,Oversized Jeans,36.6,88.4,70.7,104.0,L
Hourglass,Zara,Oversized Shirt,41.1,85.7,64.3,81.4,S
Apple,Calvin Klein,Oversized Jeans,35.8,106.2,106.2,106.2,L
Triangle,Only,Slim Fit Pants,49.9,96.6,96.6,113.6,XL
Hourglass,Forever 21,Slim Fit Jeans,48.3,103.2,77.4,98.1,S
Triangle,Marks & Spencers,Slim Fit Pants,35.8,101.7,101.7,119.7,XS
Rectangle,H&M,Regular Fit Shirt,40.5,85.6,85.6,85.6,M
Rectangle,VeroModa,Slim Fit T-Shirt,43.6,97.6,97.6,97.6,M
Rectangle,H&M,Regular Fit Pants,36.7,84.2,84.2,84.2,XL
Triangle,SaasFaras,Slim Fit T-Shirt,38.9,82.7,82.7,97.2,M
Hourglass,Marks & Spencers,Oversized Pants,35.0,110.0,82.5,104.5,S
Apple,H&M,Slim Fit Jeans,36.1,96.3,96.3,96.3,L
Triangle,Only,Regular Fit Pants,44.8,100.3,100.3,118.0,XL
Pear,Forever 21,Regular Fit Jeans,39.7,91.0,72.8,107.1,L
Triangle,Marks & Spencers,Oversized Pants,45.4,99.6,99.6,117.2,S
Triangle,Forever 21,Oversized T-Shirt,37.3,97.8,97.8,115.1,XS
Rectangle,Mango,Oversized T-Shirt,41.1,87.2,87.2,87.2,S
Triangle,Zara,Oversized Shirt,40.3,82.2,82.2,96.8,L
Apple,Only,Slim Fit T-Shirt,42.5,90.1,90.1,90.1,L
Rectangle,Forever 21,Slim Fit Shirt,48.0,93.0,93.0,93.0,L
Hourglass,Only,Oversized Shirt,42.5,103.2,77.4,98.1,S
Pear,H&M,Slim Fit Pants,45.8,97.7,78.2,114.9,XL
Triangle,Mango,Slim Fit Shirt,41.0,81.1,81.1,95.5,M
Pear,Calvin Klein,Slim Fit Jeans,49.9,95.1,76.0,111.8,XL
Rectangle,Calvin Klein,Slim Fit T-Shirt,41.9,83.8,83.8,83.8,M
Rectangle,VeroModa,Slim Fit T-Shirt,48.5,86.8,86.8,86.8,M
Pear,H&M,Slim Fit Pants,47.5,90.4,72.3,106.3,S
Triangle,Only,Oversized Pants,44.1,94.0,94.0,110.5,XL
Triangle,Marks & Spencers,Slim Fit Shirt,40.8,82.1,82.1,96.6,M
Hourglass,SaasFaras,Oversized Pants,39.5,87.1,65.3,82.8,XS
Pear,H&M,Regular Fit Pants,45.5,101.8,81.5,119.8,XL
Pear,Only,Oversized Pants,46.7,87.4,69.9,102.8,S
Pear,Calvin Klein,Regular Fit Shirt,40.5,88.7,71.0,104.4,XL
Triangle,SaasFaras,Regular Fit Shirt,39.7,96.2,96.2,113.2,L
Apple,SaasFaras,Oversized T-Shirt,35.4,109.4,109.4,109.4,S
Pear,Mango,Regular Fit Shirt,36.2,88.4,70.7,104.0,L
Rectangle,Mango,Regular Fit Shirt,42.0,88.2,88.2,88.2,XS
Apple,SaasFaras,Regular Fit Shirt,43.1,111.5,111.5,111.5,XS
Hourglass,Only,Oversized Pants,41.9,89.7,67.3,85.3,XS
Triangle,Marks & Spencers,Slim Fit Shirt,44.5,95.0,95.0,111.8,XL
Triangle,Forever 21,Regular Fit Pants,43.9,101.6,101.6,119.5,XL
Hourglass,Only,Slim Fit Jeans,48.8,99.2,74.4,94.3,M
Rectangle,Marks & Spencers,Slim Fit Pants,39.7,98.4,98.4,98.4,XS
Triangle,Mango,Oversized Pants,42.0,85.9,85.9,101.0,L
Hourglass,H&M,Slim Fit Jeans,37.5,93.9,70.4,89.2,L
Apple,Forever 21,Regular Fit Jeans,37.9,108.5,108.5,108.5,L
Pear,Mango,Regular Fit Pants,49.2,93.1,74.5,109.5,XL
Rectangle,VeroModa,Oversized T-Shirt,35.4,90.6,90.6,90.6,XL
Pear,Only,Regular Fit Pants,39.0,101.8,81.5,119.8,M
Rectangle,VeroModa,Oversized Pants,44.5,94.5,94.5,94.5,XS
Apple,Marks & Spencers,Regular Fit Pants,45.3,115.7,115.7,115.7,L
Pear,H&M,Regular Fit T-Shirt,42.8,94.8,75.8,111.5,XS
Hourglass,Mango,Regular Fit T-Shirt,38.1,90.2,67.7,85.7,S
Apple,Mango,Regular Fit Pants,46.6,116.6,116.6,116.6,S
Rectangle,VeroModa,Regular Fit Jeans,35.9,89.3,89.3,89.3,L
Apple,Zara,Oversized Shirt,43.9,98.0,98.0,98.0,XS
Pear,Marks & Spencers,Slim Fit Pants,44.3,82.4,65.9,96.9,L
Triangle,Zara,Regular Fit Pants,48.1,101.0,101.0,118.9,XS
Pear,Forever 21,Slim Fit Shirt,49.5,92.2,73.8,108.5,XL
Apple,VeroModa,Slim Fit Jeans,36.4,91.5,91.5,91.5,S
Apple,Calvin Klein,Oversized Jeans,39.0,100.4,100.4,100.4,L
Triangle,SaasFaras,Oversized Jeans,45.5,91.1,91.1,107.2,S
Hourglass,SaasFaras,Regular Fit T-Shirt,46.9,96.2,72.2,91.4,S
Apple,H&M,Regular Fit T-Shirt,43.1,108.7,108.7,108.7,XL
Triangle,Zara,Oversized Pants,40.4,94.1,94.1,110.7,M
Pear,VeroModa,Oversized Pants,47.6,91.2,73.0,107.3,S
Apple,SaasFaras,Slim Fit Jeans,41.2,99.0,99.0,99.0,XL
Apple,SaasFaras,Regular Fit T-Shirt,40.6,93.9,93.9,93.9,XL
Apple,Only,Regular Fit Jeans,44.1,118.9,118.9,118.9,XS
Rectangle,Marks & Spencers,Oversized Jeans,47.1,81.7,81.7,81.7,XS
Triangle,Mango,Regular Fit Pants,35.8,95.3,95.3,112.1,M
Apple,H&M,Regular Fit Pants,38.5,105.3,105.3,105.3,M
Hourglass,H&M,Regular Fit Pants,38.4,88.9,66.7,84.4,XS
Pear,H&M,Regular Fit Pants,45.9,100.0,80.0,117.7,XL
Triangle,Calvin Klein,Regular Fit Pants,38.5,99.0,99.0,116.5,XL
Pear,Marks & Spencers,Slim Fit T-Shirt,48.9,85.4,68.3,100.5,XL
Pear,VeroModa,Oversized Jeans,45.7,82.1,65.6,96.5,XL
Triangle,VeroModa,Regular Fit Shirt,39.0,101.3,101.3,119.2,XS
Apple,Mango,Regular Fit Shirt,37.2,105.1,105.1,105.1,XS
Triangle,SaasFaras,Regular Fit Shirt,39.4,91.0,91.0,107.1,XL
Pear,H&M,Slim Fit Pants,35.0,92.5,74.0,108.8,M
Triangle,Zara,Regular Fit Jeans,44.1,93.4,93.4,109.8,XL
Rectangle,Only,Slim Fit T-Shirt,47.3,83.8,83.8,83.8,XL
Hourglass,VeroModa,Oversized T-Shirt,43.2,103.7,77.8,98.5,XS
Apple,Marks & Spencers,Regular Fit T-Shirt,45.6,92.3,92.3,92.3,XS
Triangle,Marks & Spencers,Oversized Pants,49.1,99.5,99.5,117.0,M
Triangle,H&M,Slim Fit T-Shirt,35.7,90.8,90.8,106.8,XS
Rectangle,Mango,Oversized Pants,47.8,87.7,87.7,87.7,M
Pear,SaasFaras,Oversized Pants,49.2,92.5,74.0,108.8,XS
Pear,Mango,Slim Fit Pants,36.9,83.2,66.6,97.9,S
Triangle,Marks & Spencers,Slim Fit Jeans,36.3,84.9,84.9,99.9,M
Apple,Zara,Slim Fit T-Shirt,45.9,93.1,93.1,93.1,XS
Apple,Marks & Spencers,Slim Fit Shirt,46.7,109.6,109.6,109.6,XL
Apple,Forever 21,Regular Fit Jeans,40.2,92.1,92.1,92.1,L
Rectangle,Only,Regular Fit Pants,43.2,96.4,96.4,96.4,M
Hourglass,H&M,Slim Fit Pants,41.8,86.7,65.0,82.4,S
Hourglass,Mango,Regular Fit Jeans,38.4,101.9,76.5,96.8,L
Pear,VeroModa,Slim Fit Shirt,48.5,89.5,71.6,105.3,M
Rectangle,VeroModa,Slim Fit Pants,38.0,88.6,88.6,88.6,S
Rectangle,Forever 21,Slim Fit Pants,41.3,84.8,84.8,84.8,S
Rectangle,Only,Slim Fit T-Shirt,43.4,94.6,94.6,94.6,S
Apple,Calvin Klein,Oversized Shirt,48.4,112.4,112.4,112.4,XL
Triangle,VeroModa,Regular Fit T-Shirt,39.2,97.6,97.6,114.8,S
Triangle,Zara,Oversized Jeans,47.9,83.5,83.5,98.3,L
Hourglass,Marks & Spencers,Slim Fit T-Shirt,38.9,86.1,64.6,81.8,S
Apple,SaasFaras,Oversized Jeans,42.8,90.5,90.5,90.5,M
Apple,VeroModa,Regular Fit Pants,43.2,100.6,100.6,100.6,S
Triangle,Calvin Klein,Regular Fit Shirt,39.4,97.9,97.9,115.2,XL
Triangle,Mango,Slim Fit T-Shirt,47.0,98.8,98.8,116.3,S
Triangle,Zara,Slim Fit Shirt,40.1,85.6,85.6,100.7,L
Apple,Mango,Slim Fit T-Shirt,47.9,114.7,114.7,114.7,S
Apple,VeroModa,Slim Fit Shirt,48.3,107.7,107.7,107.7,XL
Pear,VeroModa,Oversized T-Shirt,36.3,93.4,74.7,109.9,XL
Hourglass,SaasFaras,Oversized Shirt,35.2,85.1,63.8,80.8,L
Rectangle,Marks & Spencers,Oversized Pants,45.6,93.3,93.3,93.3,L
Hourglass,H&M,Oversized Jeans,46.5,88.6,66.4,84.1,S
Apple,Calvin Klein,Slim Fit Pants,48.2,112.1,112.1,112.1,XL
Apple,Calvin Klein,Slim Fit Pants,43.4,98.6,98.6,98.6,XL
Apple,Only,Regular Fit Pants,47.6,103.5,103.5,103.5,L
Rectangle,Mango,Slim Fit Jeans,37.4,85.6,85.6,85.6,XL
Hourglass,H&M,Slim Fit Pants,42.8,99.0,74.2,94.0,XL
Hourglass,Marks & Spencers,Regular Fit Jeans,48.1,87.8,65.9,83.4,L
Triangle,Calvin Klein,Oversized Pants,39.7,81.1,81.1,95.4,S
Rectangle,Only,Oversized Shirt,42.5,89.6,89.6,89.6,XS
Triangle,Forever 21,Regular Fit Jeans,47.9,100.8,100.8,118.5,XS
Apple,H&M,Regular Fit Pants,36.9,100.0,100.0,100.0,XL
Hourglass,SaasFaras,Oversized T-Shirt,50.0,91.4,68.5,86.8,XS
Hourglass,SaasFaras,Regular Fit Shirt,36.7,86.4,64.8,82.1,S
Rectangle,Calvin Klein,Oversized Jeans,41.4,94.8,94.8,94.8,XS
Hourglass,H&M,Oversized T-Shirt,47.1,101.7,76.2,96.6,XS
Rectangle,Zara,Regular Fit Shirt,49.0,90.7,90.7,90.7,L
Pear,Mango,Slim Fit T-Shirt,49.6,91.8,73.4,108.0,L
Rectangle,H&M,Oversized Shirt,49.4,82.5,82.5,82.5,S
Rectangle,Zara,Slim Fit Jeans,37.3,98.1,98.1,98.1,S
Pear,Zara,Oversized Jeans,43.9,93.2,74.6,109.6,L
Rectangle,H&M,Regular Fit Jeans,47.6,86.6,86.6,86.6,XS
Triangle,VeroModa,Regular Fit T-Shirt,40.8,89.9,89.9,105.8,S
Pear,Calvin Klein,Regular Fit Shirt,39.1,94.1,75.3,110.7,XL
Pear,Only,Regular Fit Jeans,36.2,101.1,80.9,118.9,XS
Apple,Forever 21,Regular Fit Pants,39.6,99.4,99.4,99.4,XL
Apple,Calvin Klein,Slim Fit Pants,40.0,112.0,112.0,112.0,XL
Rectangle,Marks & Spencers,Oversized Jeans,37.7,89.6,89.6,89.6,XS
Rectangle,Zara,Slim Fit Pants,39.8,84.1,84.1,84.1,XS
Pear,VeroModa,Slim Fit Jeans,42.2,98.6,78.9,116.0,XL
Pear,Mango,Slim Fit Shirt,40.8,100.5,80.4,118.3,XL
Rectangle,SaasFaras,Slim Fit T-Shirt,47.0,82.3,82.3,82.3,S
Rectangle,Mango,Slim Fit Shirt,46.4,92.6,92.6,92.6,L
Triangle,VeroModa,Regular Fit Shirt,47.8,97.8,97.8,115.0,L
Hourglass,Zara,Oversized Jeans,39.4,90.4,67.8,85.9,L
Pear,Forever 21,Oversized Pants,44.2,100.1,80.1,117.8,L
Triangle,Zara,Regular Fit T-Shirt,43.2,99.4,99.4,116.9,L
Hourglass,Mango,Regular Fit T-Shirt,45.8,92.0,69.0,87.4,L
Rectangle,VeroModa,Regular Fit Jeans,37.4,90.2,90.2,90.2,XL
Pear,SaasFaras,Regular Fit Jeans,42.5,97.0,77.6,114.2,L
Hourglass,Mango,Regular Fit Shirt,36.1,85.1,63.8,80.9,XL
Apple,SaasFaras,Oversized Pants,49.6,111.3,111.3,111.3,XL
Rectangle,SaasFaras,Oversized Jeans,47.3,80.1,80.1,80.1,L
Pear,Zara,Regular Fit Shirt,39.8,91.6,73.3,107.7,M
Pear,H&M,Slim Fit Jeans,41.2,98.8,79.1,116.3,XS
Triangle,VeroModa,Oversized Pants,41.5,92.4,92.4,108.7,XS
Apple,Forever 21,Slim Fit T-Shirt,42.6,110.2,110.2,110.2,XS
Apple,Marks & Spencers,Slim Fit Pants,39.5,115.3,115.3,115.3,XS
Hourglass,Mango,Oversized Pants,38.6,108.7,81.5,103.2,XL
Pear,VeroModa,Slim Fit T-Shirt,45.0,93.1,74.5,109.5,L
Pear,SaasFaras,Regular Fit Pants,37.8,81.6,65.3,96.0,XS
Apple,Zara,Regular Fit Pants,40.7,100.5,100.5,100.5,M
Pear,Zara,Regular Fit Pants,38.7,95.1,76.1,111.9,L
Apple,Mango,Regular Fit Pants,42.6,95.7,95.7,95.7,S
Hourglass,Mango,Slim Fit Jeans,46.2,93.9,70.4,89.2,M
Triangle,SaasFaras,Oversized Shirt,44.1,97.6,97.6,114.8,M
Hourglass,Forever 21,Regular Fit Shirt,47.1,85.2,63.9,81.0,L
Triangle,Forever 21,Slim Fit Pants,47.5,90.2,90.2,106.1,XL
Rectangle,Zara,Regular Fit T-Shirt,40.9,95.7,95.7,95.7,XS
Apple,H&M,Slim Fit Pants,35.3,111.9,111.9,111.9,M
Apple,SaasFaras,Slim Fit Pants,42.9,116.3,116.3,116.3,M
Pear,Calvin Klein,Regular Fit Pants,36.8,91.2,72.9,107.3,XS
Apple,H&M,Regular Fit Shirt,49.1,117.3,117.3,117.3,S
Rectangle,Marks & Spencers,Regular Fit Pants,38.6,87.8,87.8,87.8,M
Rectangle,Calvin Klein,Regular Fit Pants,35.3,80.3,80.3,80.3,XS
Hourglass,SaasFaras,Regular Fit T-Shirt,46.1,98.9,74.2,94.0,XS
Triangle,H&M,Slim Fit Jeans,44.8,81.1,81.1,95.5,M
Pear,VeroModa,Regular Fit Jeans,42.2,101.9,81.5,119.9,XS
Triangle,SaasFaras,Regular Fit Shirt,39.8,87.3,87.3,102.7,L
Hourglass,H&M,Slim Fit T-Shirt,39.8,109.2,81.9,103.7,XS
Triangle,Only,Regular Fit Jeans,42.3,87.4,87.4,102.8,L
Apple,Only,Slim Fit Jeans,41.1,117.5,117.5,117.5,XL
Hourglass,Forever 21,Oversized T-Shirt,36.0,105.1,78.8,99.9,L
Rectangle,Only,Oversized Pants,43.8,95.7,95.7,95.7,L
Rectangle,SaasFaras,Slim Fit T-Shirt,37.6,89.6,89.6,89.6,XS
Rectangle,Only,Oversized Shirt,42.9,91.1,91.1,91.1,S
Rectangle,Mango,Slim Fit Pants,49.2,82.5,82.5,82.5,XS
Apple,Zara,Regular Fit T-Shirt,45.8,118.0,118.0,118.0,S
Hourglass,Zara,Regular Fit Shirt,38.6,101.4,76.0,96.3,L
Hourglass,VeroModa,Oversized Shirt,41.9,98.0,73.5,93.1,M
Triangle,Mango,Oversized T-Shirt,41.2,96.3,96.3,113.2,L
Triangle,Only,Slim Fit Shirt,44.4,93.7,93.7,110.3,XS
Pear,VeroModa,Slim Fit Jeans,42.2,85.9,68.7,101.0,S
Triangle,Calvin Klein,Slim Fit Shirt,36.5,96.7,96.7,113.7,XL
Rectangle,Marks & Spencers,Oversized Shirt,39.9,88.0,88.0,88.0,L
Triangle,Forever 21,Regular Fit Jeans,43.9,100.3,100.3,118.1,XS
Apple,Mango,Regular Fit Shirt,36.7,117.4,117.4,117.4,S
Rectangle,VeroModa,Regular Fit Shirt,48.3,96.2,96.2,96.2,XL
Triangle,Mango,Oversized T-Shirt,39.0,90.6,90.6,106.6,M
Pear,Marks & Spencers,Regular Fit Jeans,48.7,82.5,66.0,97.1,S
Pear,Zara,Regular Fit Pants,46.9,88.9,71.1,104.6,M
Rectangle,Mango,Regular Fit Pants,37.2,90.2,90.2,90.2,XL
Triangle,Zara,Slim Fit Pants,48.7,100.7,100.7,118.4,XS
Apple,VeroModa,Slim Fit Jeans,36.7,115.8,115.8,115.8,XL
Rectangle,SaasFaras,Regular Fit Pants,48.3,85.7,85.7,85.7,L
Triangle,Mango,Slim Fit Shirt,49.5,96.8,96.8,113.8,S
Triangle,H&M,Oversized Pants,35.8,98.3,98.3,115.6,M
Rectangle,SaasFaras,Oversized Pants,48.7,97.1,97.1,97.1,L
